senid,sentence,intent,sampling_strategy,confidence
884950,máy của mình k có dập nổi xuất xứ usa,handover_to_inbox,,0
884951,Bạn gửi chuy n nào Mấy giờ về đ n b n,handover_to_inbox,,0
884952,uhm vay sx gui cho mjnh di nha,handover_to_inbox,,0
884953,T cũng xem mấy loại,handover_to_inbox,,0
884954,Shop ơi shop tư vấn nhanh giúp mình đc k để mình còn chốt lấy sản phẩm,handover_to_inbox,,0
884955,th của hãng nào có địu ngồi ạ,handover_to_inbox,,0
884956,E có thấy loại nào mà tiệt trùng đc h t cả bộ vắt đâu,handover_to_inbox,,0
884957,Ủa e quên ch o tphcm,handover_to_inbox,,0
884958,Chị lấy 2 quây dc k,handover_to_inbox,,0
884959,Tks b qua bên b nghỉ m mua đc rồi,handover_to_inbox,,0
884960,c ơi cho m hỏi sao ktra đc máy sx 2016,handover_to_inbox,,0
884961,Shop oi Cái này chắc chắn ko,handover_to_inbox,,0
884962,Chứ sao lại khó khăn vậy,handover_to_inbox,,0
884963,Để m còn đặt hàng cho bé,handover_to_inbox,,0
884964,Cái này có vẻ an toàn hơn phải k nhỉ,handover_to_inbox,,0
884965,Ship mình 1 von với,handover_to_inbox,,0
884966,Bên bạn hôm nay có giao hàng cho mình ko,handover_to_inbox,,0
884967,dạ vậy sao trên bao bì lại ghi là xuất xứ trung quốc vậy ạ ,handover_to_inbox,,0
884968,Thanh chắn giuong cua shop ak,handover_to_inbox,,0
884969,sxep sớm giúp mh đc ko,handover_to_inbox,,0
884970,Mình đặt Jumberoo mà,handover_to_inbox,,0
884971,Thấy n u đặt shopee đc giảm 10,handover_to_inbox,,0
884972,Mình k đọc kĩ,handover_to_inbox,,0
884973,Bạn ơi Mình thấy mới đăng thanh chắn giường là về đợt mới hay đợt cũ shop báo ko còn loại 1 8*2m,handover_to_inbox,,0
884974,shop ơi gửi mình thông tin chuyển khoản để mình mua bể phao bơi,handover_to_inbox,,0
884975,Cái đó ship rạch giá kiên giáng la bnhiu sh,handover_to_inbox,,0
884976,Mình hỏi rồi n u cần thì mình lên shopee đặt,handover_to_inbox,,0
884977,M cũng k bi t làm sao lắp đc ngăn đựng đồ dưới chân xe đẩy và cả làm sao để lắp đúng lại vải che đằng sau lưng xe nữa,handover_to_inbox,,0
884978,n u do lỗi nsx thì dc đổi ko bạn bình giữ nhiệt ấy,handover_to_inbox,,0
884979,mình dược giới thiệu bên shop có,handover_to_inbox,,0
884980,sđt 0834884234,handover_to_inbox,,0
884981,Gui sớm cho em nhé,handover_to_inbox,,0
884982,bi t vậy như ng lỡ bị hỏng từ nhà sản xuất,handover_to_inbox,,0
884983,K còn bóng thì có đc giảm thêm k ạ,handover_to_inbox,,0
884984,cái xe này bị lệch khuy lỗi sản xuất bạn à,handover_to_inbox,,0
884985,Cái này hơi đắt nhỉ,handover_to_inbox,,0
884986,trường hợp thương hiệu sản phẩm là của hàn nhưng sản xuất lại là trung thì có làm ảnh hưởng gì đ n sản phẩm ko ạ,handover_to_inbox,,0
884987,à hỏi thêm xe tập đi này xuất xứ tq có yên tâm cho trẻ ko b,handover_to_inbox,,0
884988,Sao mình gọi bạn k được nhir,handover_to_inbox,,0
884989,B ơi mình lấy thanh chắn màu xanh lại gửi nhầm màu xám ah,handover_to_inbox,,0
884990,xuất xứ hàn quốc khác với thảm xuất hàn hả shop,handover_to_inbox,,0
884991,Shopee mua hay tính cước vẫn chuyển cao,handover_to_inbox,,0
884992,Như hình đúng k b,handover_to_inbox,,0
884993,Robot trả lời này làm mình bực mình quá shop,handover_to_inbox,,0
884994,Giao sau 7h b nhé,handover_to_inbox,,0
884995,Mình lên shopee mà h t màu trắng,handover_to_inbox,,0
884996,Kích thước 30x30 set 28 tấm ấy ạ,handover_to_inbox,,0
884997,Thảm cuộc đung tốt hơn gay gấp tốt hơn b nhỉ,handover_to_inbox,,0
884998,Chốt vấn đề ở đó,handover_to_inbox,,0
884999,cty mình sx túi vải ko dệt,handover_to_inbox,,0
885000,N u k bên mình có mẫu nào kiểu ntn k ạ,handover_to_inbox,,0
885001,Vưa ck rồi nhé,handover_to_inbox,,0
885002,Tầm 6h được k shop,handover_to_inbox,,0
885003,số nhà 45 Tả Thanh Oai Thanh Trì Hà Nội ngay đầu cầu Tó đối diện cổng Trường Cao Đẳng Kinh T,handover_to_inbox,,0
885004,Sao nay ban noi ship r nhan thanh toan cung duoc,handover_to_inbox,,0
885005,có dòng nào rẻ hơn chút cung kiểu gần như này k a,handover_to_inbox,,0
885006,vậy cuối tuần giao giúp mình nhé,handover_to_inbox,,0
885007,Bữa trc mình có mua trên shopee bên mình rồi,handover_to_inbox,,0
885008,Hay mình dùng máy hâm sữa để tiệt trùng luôn đc ạ,handover_to_inbox,,0
885009,mình bi t là lỗi do nhà sx,handover_to_inbox,,0
885010,Uh trc t có mua 1c ngoài hn có thảm mà,handover_to_inbox,,0
885011,cuối tuần b ship nhé,handover_to_inbox,,0
885012,Vậy shop ship cho tớ xe gấu winfun thôi cũng đc,handover_to_inbox,,0
885013,Hãng ở đâu chị nhỉ,handover_to_inbox,,0
885014,Và đó xong vấn đề 2,handover_to_inbox,,0
885015,Shop có bán trực ti p k hay online,handover_to_inbox,,0
885016,Mình thấy b đăng là vovo có 2 loại khung ah,handover_to_inbox,,0
885017,E cần 1 bên thôi ah,handover_to_inbox,,0
885018,sao m thấy nhiều chỗ có medela sx tại thuỵ sỹ nữa,handover_to_inbox,,0
885019,Th có nghĩa là bộ túi vàng cũng bằng tiền bộ của tớ đúng ko cậu,handover_to_inbox,,0
885020,Shop cho hỏi cái 6 triệu 9 là phiên bản đầy đủ hả shop,handover_to_inbox,,0
885021,hx thê thì giá lại hơi cao vì chỗ khác co cả ngựa bập bênh ma oder vê cũng chỉ cod 3800 thui í shop,handover_to_inbox,,0
885022,vì em sợ nvs hơi bé,handover_to_inbox,,0
885023,đ n địa chỉ này nhé,handover_to_inbox,,0
885024,E k mua qua đây bjo,handover_to_inbox,,0
885025,Mà về ko bi t chỉnh cho nó ngồi lên kiểu gì,handover_to_inbox,,0
885026,Neu con thi e dang ky 1 chiec nha shop,handover_to_inbox,,0
885027,mà thấy trên shopee mỗi sh lại có 1 xuất xứ khác nhau nên hoang mang thôi ah,handover_to_inbox,,0
885028,S có 1 thanh chắn ko phải như hình hình 3 cây mà,handover_to_inbox,,0
885029,mình đang ko bi t nên lựa chọn hãng nào,handover_to_inbox,,0
885030,gh hãng nào đang dc các mẹ ưa chuộng nhất ạ,handover_to_inbox,,0
885031,mình đổi sang màu vàng nhé,handover_to_inbox,,0
885032,sđt 0983097397,handover_to_inbox,,0
885033,Sao h van chua giao hag nua,handover_to_inbox,,0
885034,Bên trong nó màu như kia à e,handover_to_inbox,,0
885035,Gửi gối cho m chưa,handover_to_inbox,,0
885036,Vì mình có đặt bình sữa tiny,handover_to_inbox,,0
885037,tự vì nghe trung quốc sx củng kh tự tin lém,handover_to_inbox,,0
885038,Còn đứt cả dây dán,handover_to_inbox,,0
885039,Em gửi cả cao câp và trung nhé,handover_to_inbox,,0
885040,mấy h ship cho m nhỉ,handover_to_inbox,,0
885041,Chời ơiiiii cái số t mua đồ onl toàn bị fail,handover_to_inbox,,0
885042,th hàng oder la bn ạ,handover_to_inbox,,0
885043,Sao mình thấy nói là pump đã ngừng sản xuất giờ chỉ có swing và free stype Mình thấy hàng mới nguyên hộp cũng chỉ có 2 loại trên chứ k có pump,handover_to_inbox,,0
885044,mình ở hà giang,handover_to_inbox,,0
885045,Mình đặt qua shopee r nhe shop check và xac nhận jup,handover_to_inbox,,0
885046,vậy shop cho mình lấy 1 chi c trc nha,handover_to_inbox,,0
885047,Để mình xem lại lần nữa,handover_to_inbox,,0
885048,Nhựa của khay ăn có đảm bảo ko ạ,handover_to_inbox,,0
885049,m vừa ck 500k cọc rồi đó b,handover_to_inbox,,0
885050,nhưng sản xuất tại hongkong ạ,query_knowledge_base,,0
885051,gh dài tầm 50cm không,query_knowledge_base,,0
885052,Thanh chắn giường í,query_knowledge_base,,0
885053,Có vấn đề j là qua bên b hay qua hãng ạ,query_knowledge_base,,0
885054,Mẫu này kích thước to k ạ,query_knowledge_base,,0
885055,b tu van giup minh ghe oto nay nhe,query_knowledge_base,,0
885056,cho e xin kích thước luôn nhé,query_knowledge_base,,0
885057,Shop có bán bồn dạng này phải ko hen,query_knowledge_base,,0
885058,Bộ này bên mình giá tn ạ,query_knowledge_base,,0
885059,cái đó là của hiệu nào vậy,query_knowledge_base,,0
885060,Cái đệm của gh làm bằng gì vậy b,query_knowledge_base,,0
885061,hàg nước nào v ạ,query_knowledge_base,,0
885062,của brand nào ja,query_knowledge_base,,0
885063,xuất xứ tq ah shop,query_knowledge_base,,0
885064,hàng xuất xứ đâu b,query_knowledge_base,,0
885065,Nhưng chưa bik chọn màu j,query_knowledge_base,,0
885066,Này người lớn vẫn sử dụng đc chứ ạ,query_knowledge_base,,0
885067,c gửi link cho e nhé,query_knowledge_base,,0
885068,cai ghe o to va ke chu a gia bn vay shop,query_knowledge_base,,0
885069,Xe day con mau nao khac k shop,query_knowledge_base,,0
885070,Cho e xin giá valdera 02 03 với ạ,query_knowledge_base,,0
885071,cái này cuzng hãng đó hả bạn,query_knowledge_base,,0
885072,th gh ô tô zaracos ngồi từ khi nào đ n khi nào,query_knowledge_base,,0
885073,Còn sẵn k ạ,query_knowledge_base,,0
885074,set xanh trăng ghi nay có loại quay thoi hok ah,query_knowledge_base,,0
885075,mình mua thêm cả địu nữa ạ,query_knowledge_base,,0
885076,hàng của nước nào nhit,query_knowledge_base,,0
885077,trong luong noi chac nhe,query_knowledge_base,,0
885078,c cho em xem,query_knowledge_base,,0
885079,gh này của nước nào sx vậy s,query_knowledge_base,,0
885080,C ơi địu koala bên mình bán giá ntn ạ,query_knowledge_base,,0
885081,B ơi máy xay hấp bao nhiêu b,query_knowledge_base,,0
885082,Th mình đặt quây Toy House XL có tặng thảm 1m8x2m vs có thêm bóng tặng k bạn,query_knowledge_base,,0
885083,chất liệu ntn vậy,query_knowledge_base,,0
885084,ghe nay nang khoang 3kg khong,query_knowledge_base,,0
885085,Bạn có bán lẻ bỏng k ah,query_knowledge_base,,0
885086,Chất liệu bằng j vậy ạ,query_knowledge_base,,0
885087,Thảm còn những mẫu gì vậy shop ơi,query_knowledge_base,,0
885088,Còn máy hâm sữa thì có loại nào ạ,query_knowledge_base,,0
885089,Tắm dc cho bé đ n mấy tháng tuổi nhỉ,query_knowledge_base,,0
885090,Gh lấy cho e màu xám nhé,query_knowledge_base,,0
885091,M muốn mua quây không thì giá tn hả b,query_knowledge_base,,0
885092,Có sz bé hơn à,query_knowledge_base,,0
885093,Cho mình hỏi cái xe này bnh,query_knowledge_base,,0
885094,Minh đat 1 mieng 2m vs 1 mieng 1 8 nhe shop,query_knowledge_base,,0
885095,Trắng xanh sz M,query_knowledge_base,,0
885096,Có hình feedback k shop,query_knowledge_base,,0
885097,Chất liệu của bộ gặm nướu kia là gì vậy ạ,query_knowledge_base,,0
885098,Mẫu nay giá bao nhieu cái thứ hai từ phải sang,query_knowledge_base,,0
885099,nước nào sản xuất th bạn,query_knowledge_base,,0
885100,có set nào tương tự ko b,query_knowledge_base,,0
885101,sản xuất trung quốc hả bạn,query_knowledge_base,,0
885102,ghe rung con dang trong ctkm cuoi nam,query_knowledge_base,,0
885103,Xe này trọng lượng bn vậy shop,query_knowledge_base,,0
885104,thảm có những hoạ ti t gì gửi cho mình để chọn nhé,query_knowledge_base,,0
885105,xuất xứ trung quốc hè,query_knowledge_base,,0
885106,Cũi đấy có to nặng ko ạ,query_knowledge_base,,0
885107,Bạn chụp ảnh cho mình đc k,query_knowledge_base,,0
885108,Khung gh làm bằng j vậy ạ,query_knowledge_base,,0
885109,của nước nào bạn,query_knowledge_base,,0
885110,Xe này bn shop,query_knowledge_base,,0
885111,gh rung còn đang trong dot blackfriday không,query_knowledge_base,,0
885112,cho mình hỏi về thanh chắn cầu thang với ạ,query_knowledge_base,,0
885113,máy pha sữa của nước nào e,query_knowledge_base,,0
885114,ghe cao gan nua met ha,query_knowledge_base,,0
885115,bộ cầu trượt xích đu màu xám nha,query_knowledge_base,,0
885116,hãng này của nước nào hả bạn,query_knowledge_base,,0
885117,xe day em bé bn vay shop,query_knowledge_base,,0
885118,túi đó bằng vải à b,query_knowledge_base,,0
885119,Bên mình có bán máy hút sửa ko,query_knowledge_base,,0
885120,Vovo or zaracos,query_knowledge_base,,0
885121,của bên nào sản xuất ah,query_knowledge_base,,0
885122,Shop có máy nghe nhạc cho bé ko,query_knowledge_base,,0
885123,bên mình có xe tập đi ko shop,query_knowledge_base,,0
885124,B có ảnh màu xe k ạ,query_knowledge_base,,0
885125,xe hãng nào e oi,query_knowledge_base,,0
885126,Gồm bộ ăn cua be,query_knowledge_base,,0
885127,Shoop ơi cho mình xin giá thảm silicon,query_knowledge_base,,0
885128,cho mình xin kích thước nữa,query_knowledge_base,,0
885129,Máy này bao nhiêu Shop,query_knowledge_base,,0
885130,Vs bn hả c,query_knowledge_base,,0
885131,gối petit soleil của nước nào vậy ạ,query_knowledge_base,,0
885132,còn khuy n mãi 15 không shop,query_knowledge_base,,0
885133,1 set xúc xắc,query_knowledge_base,,0
885134,hàng của nước nào ạ,query_knowledge_base,,0
885135,thảm silicon của toy house ba o ha nh bao lâu,query_knowledge_base,,0
885136,hàng này của hãng nào hả bạn,query_knowledge_base,,0
885137,M lấy 1 bộ phụ kiện new của medela Có thể tư vấn kĩ cách chọn sz phễu giúp m vs,query_knowledge_base,,0
885138,B ơi da gh chất liệu j,query_knowledge_base,,0
885139,Check giá cho m với,query_knowledge_base,,0
885140,Mua thêm gh là bn sh,query_knowledge_base,,0
885141,quây cũi nước nào ạ,query_knowledge_base,,0
885142,máy ăn dặm sản xuất tại pháp luôn hả ban,query_knowledge_base,,0
885143,bạn còn mầu xanh ko,query_knowledge_base,,0
885144,bên cậu k bán cái xích đu 360 độ của mamago nhỉ,query_knowledge_base,,0
885145,b ơi bên b có loại xích đu riêng k b,query_knowledge_base,,0
885146,bộ này của nước nào sản xuất a,query_knowledge_base,,0
885147,cái này xuất xứ đâu vậy shop,query_knowledge_base,,0
885148,Cái này nặng bn kg vậy b,query_knowledge_base,,0
885149,Đổi cho mình sang màu này nhé,query_knowledge_base,,0
885150,sản xuất tại đâu shop,query_knowledge_base,,0
885151,thảm silicon 100 lun ko shop,query_knowledge_base,,0
885152,Cho m xin giá và hình ảnh,query_knowledge_base,,0
885153,Còn cầu trượt sích đu bập bênh nữa ạ,query_knowledge_base,,0
885154,Shop có 2 mẫu này ko ạ,query_knowledge_base,,0
885155,thảm silicon 100,query_knowledge_base,,0
885156,Tư vấn thêm cho mình gh dùng cho bé 4thang,query_knowledge_base,,0
885157,Có đc giảm 10 k b,query_knowledge_base,,0
885158,thảm toy house sillicon nhâ p tư đâu,query_knowledge_base,,0
885159,vs hàng nước nào í,query_knowledge_base,,0
885160,Maud xanh đó còn kg b,query_knowledge_base,,0
885161,Cái này giá như hình phải k shop,query_knowledge_base,,0
885162,Là size gì,query_knowledge_base,,0
885163,Sp này shop bảo hành bao lâu,query_knowledge_base,,0
885164,6 tháng xài đc ko shop,query_knowledge_base,,0
885165,c ơi c còn thảm chơi k an,query_knowledge_base,,0
885166,Cho mình hỏi chất liệu bằng nhưa hay thép vậy bạn,query_knowledge_base,,0
885167,Gh nặng bn kg hả bạn,query_knowledge_base,,0
885168,Cái này chỉ có 1 loại hay nhiều loại bạn nhỉ,query_knowledge_base,,0
885169,Thảm có nhũng sz j vậy shop,query_knowledge_base,,0
885170,của hãng nào sx ah bạn,query_knowledge_base,,0
885171,gh này tam bao nhiêu cân,query_knowledge_base,,0
885172,shop cho hỏi xe này nhẹ ko shop,query_knowledge_base,,0
885173,quây cũi này sx ơ hàn quốc ah shop,query_knowledge_base,,0
885174,có đầy đủ bảo hành bạn nhỉ,query_knowledge_base,,0
885175,xe của nước nào th b,query_knowledge_base,,0
885176,Màu sắc đo,query_knowledge_base,,0
885177,gh rộng k b,query_knowledge_base,,0
885178,Bên mình có máy tiệt trùng sấy khô loại nào shop ơi,query_knowledge_base,,0
885179,Cặp nó có bự k shop,query_knowledge_base,,0
885180,H mình ki m quây không để làm chỗ bé nằm,query_knowledge_base,,0
885181,bn ak,query_knowledge_base,,0
885182,giường của graco của nc nào,query_knowledge_base,,0
885183,1 cái xích đu k thì bn ah,query_knowledge_base,,0
885184,thảm shop còn màu nào nhỉ,query_knowledge_base,,0
885185,còn màu gì bạn,query_knowledge_base,,0
885186,Dày ko e,query_knowledge_base,,0
885187,B có thảm parklon k,query_knowledge_base,,0
885188,Dùng đ n mấy tuổi nhỉ,query_knowledge_base,,0
885189,Mà chất liệu j vậy b Có thấm nước ko,query_knowledge_base,,0
885190,cho e xem hình thảm ah,query_knowledge_base,,0
885191,Màu trắng y vầy nhé,query_knowledge_base,,0
885192,Nôi đc làm bằng chắc liệu gì vậy shop,query_knowledge_base,,0
885193,b còn mẫu nào màu nude nvay nia ko,query_knowledge_base,,0
885194,Xe này gấp lại nặng khoảng nhiêu kg vậy shop,query_knowledge_base,,0
885195,bạn ơi gh rung bên bạn còn ctrinh khuy n mãi giảm giá k bạn,query_knowledge_base,,0
885196,SHOP ƠI CÒN THẢM HÀN QUỐC K,query_knowledge_base,,0
885197,Shop có thể tư vấn cho mình loại cũi 1m6x1m6 dc không ạ,query_knowledge_base,,0
885198,nc nào sản xuất ạ,query_knowledge_base,,0
885199,sp của nước nào vậy sh,query_knowledge_base,,0
885200,Chi ơi cho e xin cũi valdera này nhen,query_knowledge_base,,0
885201,Giá vẫn đang sale hả,query_knowledge_base,,0
885202,Shop oi giá cái này bn ạ,query_knowledge_base,,0
885203,Gh này có màu hồng ko shop,query_knowledge_base,,0
885204,Bên m còn xe này ko,query_knowledge_base,,0
885205,tên xe và của nước nào th,query_knowledge_base,,0
885206,cho mình hỏi thảm xpe xuất xứ hàn quốc đk shop,query_knowledge_base,,0
885207,th cho mình lấy một set size M góc tròn theo gói KM 3 nhé,query_knowledge_base,,0
885208,cai xe day xe đay sale nhiu v shop,query_knowledge_base,,0
885209,núm,query_knowledge_base,,0
885210,Có 1 kích thước thôi hả shop,query_knowledge_base,,0
885211,B ơi caia này có sẵn k ạ,query_knowledge_base,,0
885212,Th b cho m xin ít ảnh gh rung nào nằm rộng rãi chút đc k,query_knowledge_base,,0
885213,Chị muốn silicon,query_knowledge_base,,0
885214,H t màu hồng hả e,query_knowledge_base,,0
885215,thảm này của hãng nào bạn,query_knowledge_base,,0
885216,Gh thấp là dòng nào vậy c,query_knowledge_base,,0
885217,Bạn ơi cho mình mua cái túi ủ sữa babymoov nhé,query_knowledge_base,,0
885218,B ơi m xin giá sp này nhé,query_knowledge_base,,0
885219,địu ngoi la be tu 3 thang cho be ngoi tren diu duoc roi pk a,query_knowledge_base,,0
885220,Từ đây đ n 1 6 có giảm giá ko bạn,query_knowledge_base,,0
885221,Này bé mấy tuổi s,query_knowledge_base,,0
885222,Kệ chữ A 3in1 Winfun có bảo hành j ko shop,query_knowledge_base,,0
885223,thìa,query_knowledge_base,,0
885224,Bạn gửi giúp t chi c địu màu ghi về đc dưới nhé,query_knowledge_base,,0
885225,Cho e xin hình cũi vải c nhe,query_knowledge_base,,0
885226,Th giá là bn vậy,query_knowledge_base,,0
885227,Có được tặng kèm gì không ạ,query_knowledge_base,,0
885228,Còn xe màu hồng chứ ạ,query_knowledge_base,,0
885229,Bên shop có trong Shopee ko ạ,query_knowledge_base,,0
885230,Cho m hỏi giá máy hút mũi này,query_knowledge_base,,0
885231,là thảm xốp nhỉ sx tq à bạn liệu có bị mùi k,query_knowledge_base,,0
885232,có ảnh gh màu xanh k b,query_knowledge_base,,0
885233,Ban ko co nhap ve con meo ha ban,query_knowledge_base,,0
885234,Cho t xem hình và màu nhé,query_knowledge_base,,0
885235,Cái tủ hồng í,query_knowledge_base,,0
885236,Bạn ơi cho mình đặt 1 túi nhai silicon,query_knowledge_base,,0
885237,còn màu hồng ko shop,query_knowledge_base,,0
885238,Đang giảm giá 4 2 tr đó hả b,query_knowledge_base,,0
885239,chất liệu gh bằng j đấy ạ,query_knowledge_base,,0
885240,Muốn xin ảnh bên mình,query_knowledge_base,,0
885241,hàng của nước nào vậy shop,query_knowledge_base,,0
885242,mik tưởng sản xuất tại malai ak,query_knowledge_base,,0
885243,hàng này xuất xứ hãng nào ạ,query_knowledge_base,,0
885244,à nôi có những màu gì b nhỉ có 3 màu như trong bài post thôi đúng ko,query_knowledge_base,,0
885245,à mình hỏi thảm silicon,query_knowledge_base,,0
885246,cho mình xin giá gh ăn dặm mastela 1016,query_knowledge_base,,0
885247,là xuất xứ nước nào vậy b,query_knowledge_base,,0
885248,Mẫu trên là giá bao nhiêu shop,query_knowledge_base,,0
885249,của hãng nào hả bạn,query_knowledge_base,,0
885250,Cho m hỏi thảm này chất liệu gì,query_knowledge_base,,0
885251,xe đẩy joie pact nặng bn kg ạ,query_knowledge_base,,0
885252,Giá máy hút mũi nữa ạ,query_knowledge_base,,0
885253,B còn thú nghe nhạc này k,query_knowledge_base,,0
885254,Th cho mình hỏi giá bộ này vs,query_knowledge_base,,0
885255,có đc mix màu ko c,query_knowledge_base,,0
885256,Có kích thước lớn hơn k ạ,query_knowledge_base,,0
885257,của hãng nào đới bạn,query_knowledge_base,,0
885258,Và bé từ mấy tháng sd đc ạ,query_knowledge_base,,0
885259,Cái ủ bình sữa,query_knowledge_base,,0
885260,B ơi cho mình hỏi còn dòng xe đẩy mamago c06 k b,query_knowledge_base,,0
885261,ghe nay khong nang chu shop,query_knowledge_base,,0
885262,sp của nước nào a,query_knowledge_base,,0
885263,Bộ đồ chơi gỗ nấu ăn màu hồng giá bnhieu hả b,query_knowledge_base,,0
885264,hơi nhẹ nhỉ,query_knowledge_base,,0
885265,hàng nước nào bạn,query_knowledge_base,,0
885266,bạn ơi nhà mình nó hơi bé í bên b có loại quây nào mà cỡ bé hơn nhg vẫn có xích đu với cầu trượt ko,query_knowledge_base,,0
885267,Báo giá giùm nha,query_knowledge_base,,0
885268,Hàng bị lỗi thì đổi trả sao nhỉ,query_knowledge_base,,0
885269,hàng này của nước nào vậy chị,query_knowledge_base,,0
885270,Shop có xe màu này ko,query_knowledge_base,,0
885271,nắp bồn cầu,query_knowledge_base,,0
885272,1 cái là gh,query_knowledge_base,,0
885273,có mấy màu,query_knowledge_base,,0
885274,xe năng bn kg,query_knowledge_base,,0
885275,shop còn xe chòi chân cho bé k a,query_knowledge_base,,0
885276,bên b có xích đu cầu tuột ko,query_knowledge_base,,0
885277,Đệm này chất liệu là gì vậy b,query_knowledge_base,,0
885278,hàng này xuất xứ nước nào bạn nhỏ,query_knowledge_base,,0
885279,Bảo hành ntn,query_knowledge_base,,0
885280,Còn thảm kia là thảm vải hả shop,query_knowledge_base,,0
885281,cua nước nao sx vay shop,query_knowledge_base,,0
885282,Chị đặt trước 1 quây 9 cánh thôi nhé,query_knowledge_base,,0
885283,cái cuối cùng có màu nào ạ,query_knowledge_base,,0
885284,Ko thấy có lựa màu j h t í,query_knowledge_base,,0
885285,máy hút mũi là của hãng nào đấy shop,query_knowledge_base,,0
885286,Giá là 1290k phải k,query_knowledge_base,,0
885287,gối 1490 của nước nào sx vậy,query_knowledge_base,,0
885288,xuất xứ từ đâu z shop,query_knowledge_base,,0
885289,K beiest là chất liệu j,query_knowledge_base,,0
885290,b có hình ảnh sau khi gập vào ko,query_knowledge_base,,0
885291,Lấy m cái này nhe s,query_knowledge_base,,0
885292,của mastela hả shop,query_knowledge_base,,0
885293,có của hãng nào nữa k để m vs,query_knowledge_base,,0
885294,Thanh chắn giường có những kích thước naog,query_knowledge_base,,0
885295,Cho xem hình mẫu sắp về đc ko,query_knowledge_base,,0
885296,Cho e 1 cai nay mau vang nha shop,query_knowledge_base,,0
885297,balo nay cuar vn sx hay sao banj,query_knowledge_base,,0
885298,hàng sx bên trung,query_knowledge_base,,0
885299,cái này của mỹ sx hay china hả b,query_knowledge_base,,0
885300,gh ô tô,query_knowledge_base,,0
885301,bạn ơi giá nôi sg 239 mastela vẫn là 1799 à bạn,query_knowledge_base,,0
885302,gh nặng bao nhiêu cân,query_knowledge_base,,0
885303,bạn còn gh ăn dặm morekiss k nhỉ,query_knowledge_base,,0
885304,Tư vấp giúp mình bình uống sữa cho bé nữa,query_knowledge_base,,0
885305,đây là của nước nào sane xuất vậy shop,query_knowledge_base,,0
885306,vậy là ngoài cái đi chung với nôi là shop tặng thêm cái nữa pk shop,query_knowledge_base,,0
885307,Be nha e 14thang đi dc ko c,query_knowledge_base,,0
885308,Bên b k có loại này đúng k ạ,query_knowledge_base,,0
885309,ok telead của nước nào shop,query_knowledge_base,,0
885310,cái này giường 2m 1 6m có sd đc k,query_knowledge_base,,0
885311,Bên bạn có nhưngx mâuc nào chất liệu gì,query_knowledge_base,,0
885312,Xe này thì giá bao nhiêu ak,query_knowledge_base,,0
885313,Shop ơi cho mình xin giá sp này ạ Cảm ơn shop,query_knowledge_base,,0
885314,Bao nhiu kg,query_knowledge_base,,0
885315,Bảo hành bao lâu,query_knowledge_base,,0
885316,b ơi gh rung này còn ko,query_knowledge_base,,0
885317,Xe màu nâu,query_knowledge_base,,0
885318,nồi nấu chậm của nước nào shop,query_knowledge_base,,0
885319,Giá nhiu ak,query_knowledge_base,,0
885320,nuoc nao sx ha shop,query_knowledge_base,,0
885321,Máy này bn z ạ,query_knowledge_base,,0
885322,Tặng phao bơi cho bé k,query_knowledge_base,,0
885323,Nôi này bao nhiêu tiền vậy shop,query_knowledge_base,,0
885324,Mjk muon mua cai nay,query_knowledge_base,,0
885325,Mamago compact 319 shop còn k,query_knowledge_base,,0
885326,Cho e xin giá nha chị,query_knowledge_base,,0
885327,Shop ơi cái xe đẩy này bn tiền,query_knowledge_base,,0
885328,gia bn để e đợi ạ,query_knowledge_base,,0
885329,2 chiều bn bạn,query_knowledge_base,,0
885330,ấy ơi thảm xốp gấp 1m8 x 2m bên mình về chưa,query_knowledge_base,,0
885331,xe tập đi tròn ấy b,query_knowledge_base,,0
885332,Cốc này bn shop ơi,query_knowledge_base,,0
885333,Shop ơi cho mình giá bộ này,query_knowledge_base,,0
885334,máy nước nào sx shop nhỉ,query_knowledge_base,,0
885335,có những loại j và giá tn vậy,query_knowledge_base,,0
885336,2 sp này của nước nào sx bạn ơi,query_knowledge_base,,0
885337,Giá chậu bao nhiêu ạh ship vào SG giá hơi đắt ạ,query_knowledge_base,,0
885338,Minh lay 1 Bo goi nay nhe,query_knowledge_base,,0
885339,Bộ xúc cát lấy màu bé trai dùm mình nhé,query_knowledge_base,,0
885340,bạn cho mình xem xe của Aprica và Summer với,query_knowledge_base,,0
885341,Địu Comfy Baby bán bao nhiêu th shop,query_knowledge_base,,0
885342,nước hoa,query_knowledge_base,,0
885343,Mình lấy xe tập đi nhé,query_knowledge_base,,0
885344,gh bảo hành bao lâu b,query_knowledge_base,,0
885345,Do mình đang cần mua gh này,query_knowledge_base,,0
885346,Cho mình giá vài loại máy hút sữa medela nhé,query_knowledge_base,,0
885347,C ơi bên nhà m còn sp này ko,query_knowledge_base,,0
885348,Con hang k shop,query_knowledge_base,,0
885349,bên mình là hàng sx của nước nào shop nhở,query_knowledge_base,,0
885350,Có tặng kèm gi ko ah,query_knowledge_base,,0
885351,Nay voi cai bể nhiu Zay shop,query_knowledge_base,,0
885352,bạn ơi thảm gấp và thảm cuộn giá ntn đấy,query_knowledge_base,,0
885353,hàng này là hãng của nhật hay nước nào ạ,query_knowledge_base,,0
885354,ah bo ban ghe nay gia bn vay shop,query_knowledge_base,,0
885355,Cũi này bao vậy shop,query_knowledge_base,,0
